quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	70	71	62	59	262
2	39	45	63	60	207
3	22	26	60	83	191
4	16	28	49	89	182
All	147	170	234	291	842
