quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	67	71	82	52	272
2	33	63	70	59	225
3	9	27	76	101	213
4	4	14	38	153	209
All	113	175	266	365	919
