quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	23	27	26	23	99
2	13	27	36	33	109
3	3	11	39	60	113
4	1	5	26	86	118
All	40	70	127	202	439
