quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	83	113	89	64	349
2	31	59	75	67	232
3	12	30	85	117	244
4	3	16	41	162	222
All	129	218	290	410	1047
