quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	3	0	1	3	7
2	13	13	18	16	60
3	7	14	23	23	67
4	6	9	10	7	32
All	29	36	52	49	166
