quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	6	8	8	10	32
2	28	38	41	44	151
3	17	25	58	82	182
4	15	34	45	75	169
All	66	105	152	211	534
