quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	0	1	1	2
2	4	7	1	10	22
3	1	1	9	8	19
4	1	3	2	5	11
All	6	11	13	24	54
