quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	58	54	40	42	194
2	35	46	49	54	184
3	17	25	56	78	176
4	15	27	52	81	175
All	125	152	197	255	729
