quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	50	55	65	42	212
2	33	58	67	59	217
3	9	22	80	121	232
4	4	12	43	162	221
All	96	147	255	384	882
