quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	54	52	39	41	186
2	34	46	48	52	180
3	17	25	53	78	173
4	15	27	51	81	174
All	120	150	191	252	713
