quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	59	62	73	52	246
2	28	59	66	52	205
3	9	23	75	96	203
4	3	12	36	148	199
All	99	156	250	348	853
