quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	5	11	15	5	36
2	21	40	50	59	170
3	9	22	67	113	211
4	3	12	40	138	193
All	38	85	172	315	610
