quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	3	4	3	10
2	9	15	20	25	69
3	5	10	28	37	80
4	2	5	12	23	42
All	16	33	64	88	201
