quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	88	115	93	65	361
2	38	68	83	74	263
3	13	30	93	121	257
4	4	16	44	168	232
All	143	229	313	428	1113
