quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	5	3	3	4	15
2	19	26	25	25	95
3	9	17	28	38	92
4	6	16	17	16	55
All	39	62	73	83	257
