quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	68	69	60	59	256
2	37	44	62	59	202
3	20	21	58	78	177
4	16	27	48	85	176
All	141	161	228	281	811
