quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	27	23	27	25	102
2	31	44	54	51	180
3	22	28	63	78	191
4	18	36	53	82	189
All	98	131	197	236	662
