quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1	7	9	3	20
2	21	27	31	32	111
3	7	16	35	51	109
4	5	7	21	38	71
All	34	57	96	124	311
