quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	29	24	13	26	92
2	15	23	33	29	100
3	12	13	28	40	93
4	7	17	31	37	92
All	63	77	105	132	377
