quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	133	122	108	96	459
2	48	63	72	63	246
3	32	30	65	85	212
4	19	31	50	82	182
All	232	246	295	326	1099
