quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	29	29	28	26	112
2	27	38	55	54	174
3	19	25	55	77	176
4	14	32	45	81	172
All	89	124	183	238	634
