quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	6	6	11	10	33
2	3	18	19	23	63
3	2	9	26	41	78
4	1	5	20	51	77
All	12	38	76	125	251
