quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	8	11	16	5	40
2	24	45	54	63	186
3	9	24	71	118	222
4	4	14	44	142	204
All	45	94	185	328	652
