quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	136	124	111	98	469
2	51	64	73	64	252
3	32	32	68	92	224
4	20	32	53	85	190
All	239	252	305	339	1135
