stat	afqt2	afqt3	afqt4	quality2	quality3	quality4	inc_quartile2	inc_quartile3	inc_quartile4	cons
coeff	970.6003477720848	1497.567058174373	2473.044157095388	5379.912217331456	4344.507580289334	10244.26416358867	-125.8261503992118	3929.78656442609	6282.539237272281	-1361.922624643751
se	823.7633661059896	881.5122735102914	780.9904337777547	1241.730717223026	777.5035701700414	1266.785436883911	754.198392231927	996.3682990446858	1095.252160497874	664.0625124988343
