quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	.077181779	.095371574	.10032034	.088899501	.36177319
2	.023980442	.04769519	.056706626	.066327646	.1947099
3	.026804255	.037520941	.078131169	.097636275	.24009264
4	.018376954	.03512134	.056962907	.092963062	.20342426
All	.14634342	.21570905	.29212105	.34582648	1
