quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	.087650649	.1201653	.1014716	.053322483	.36261001
2	.022235597	.05312857	.070004687	.056155708	.20152456
3	.009576763	.029635077	.080648772	.11154514	.23140575
4	.0029399812	.014389019	.040605161	.1465255	.20445967
All	.12240299	.21731795	.29273021	.36754882	1
