quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	.7148304	.69473249	.77471697	.85118788	.77663797
2	.8036046	.76656514	.71676177	.71729863	.73589545
3	.6884712	.81716317	.72959673	.71559995	.73730469
4	.50643754	.78449672	.82162017	.61573625	.67805344
All	.7267341	.82346988	.78069788	.69979084	.7616685
