quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1.4222852	1.3605459	1.5148681	1.4797676	1.4418727
2	1.3454611	1.3938013	1.4193835	1.4550265	1.4023224
3	1.6257515	1.5463645	1.5067483	1.5943272	1.5436081
4	1.0996176	1.9747478	1.3012024	1.352782	1.454996
All	1.4149636	1.4284515	1.4835896	1.4916877	1.4611946
