quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	737.50269	1284.1328	1523.808	1067.7797	1328.4515
2	4686.4175	9584.8145	7700.2007	5975.6396	6939.959
3	7293.1108	4508.6172	9577.2979	6457.4536	7347.4473
4	2607.9443	4387.9556	5603.0269	9224.6807	7391.8101
All	4972.4131	5861.9624	7355.6714	6986.8091	6804.54
