quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	246.20959	269.74036	0	176.74202
2	2908.1089	3713.9502	4586.9072	2513.5835	3423.3931
3	2877.2668	3814.3052	4320.1987	3778.5662	3928.3979
4	3794.9028	2262.0061	5543.7378	3841.2561	4100.8804
All	2219.5496	3042.199	4311.3403	3525.9834	3633.0063
