quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	983.57434	1452.4252	4009.9829	1697.1418	2089.9678
2	2367.3867	7078.7251	5432.0493	5074.1235	5489.9121
3	5452.5342	2867.5837	6770.8877	8765.1709	7319.5381
4	5150.1533	2096.4827	10304.827	13960.656	12499.1
All	1757.3322	3320.3484	6279.4487	8951.0068	6560.3359
