quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	1406.3629	0	0	298.85892
2	4133.4067	5899.6279	4190.2661	1284.5785	3659.7693
3	4040.1812	3212.1833	4728.2158	2333.8655	3373.8982
4	3902.8081	3448.3354	5013.5508	1277.4985	3272.1855
All	3524.8931	4020.9341	4457.2163	1727.4077	3251.9116
