quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1327.3591	223.45355	267.33783	287.03479	381.56989
2	5901.647	10970.009	14334.071	4887.5435	9373.7998
3	9604.8994	9206.376	9897.7422	6458.0879	7970.1221
4	4135.9448	10441.183	5633.2725	7620.8599	7336.0991
All	5093.4365	7797.9771	8701.2549	6394.8931	7160.1724
