quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	8069.6709	9347.2061	9046.0547	8505.3506	8771.3457
2	4640.4644	7013.9419	4984.0684	6624.6787	5925.3667
3	5062.6768	5761.8115	5819.0171	4666.0757	5223.9097
4	4944.7183	5411.5605	3915.9763	3739.2473	4184.7827
All	6589.8916	7759.6147	6394.853	5912.8057	6565.1182
