quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	11.278023	9.3931456	10.296357	8.1447144	9.6283035
2	9.2181215	8.4229527	8.8469038	11.169017	9.6318731
3	7.5339494	9.3921528	8.3184013	9.1599455	8.8311806
4	5.0558863	6.6120911	8.3147163	10.33434	9.0316639
All	8.077035	8.5537539	8.6658888	9.971714	9.1764765
