quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	0	1	0	.4949961
2	.52319205	.72598475	1	.38291958	.49887028
3	0	0	.85765004	.46487999	.57089931
4	1	.67960942	.47394049	.74834305	.69725513
All	.51565349	.5960269	.79820377	.46628243	.57310212
