quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	17725.225	20513.666	6451.8125	18747.25	15209.756
2	44004.82	11173.404	30755.721	18100.395	22213.244
3	21500.17	12081.161	17722.73	10411.996	13834.139
4	7906.5098	7780.2144	5857.9194	6499.7998	7028.3188
All	29520.963	11447.283	19585.594	12665.685	16180.21
