quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	4229.7866	3827.4954	3410.9417	2655.8025	3533.3958
2	12882.344	8657.6025	18554.172	17938.654	14993.092
3	12785.584	15157.147	15282.661	14548.281	14701.912
4	27447.057	21555.42	23699.838	28092.186	25751.744
All	11452.649	10587.931	16018.818	17725.516	14955.457
