quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	857.19098	1766.9752	3933.5408	2844.4656	2405.7483
2	6242.9297	2962.2957	8753.5879	13931.318	8423.4395
3	5662.6138	6149.3345	9969.9336	10294.045	9071.2939
4	5201.6543	7767.0044	13842.435	20142.469	14819.896
All	3421.8071	3752.2507	8713.8115	11954.154	7943.1875
