quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	1326.6846	872.73541	932.39081
2	1027.1201	790.30389	4962.4478	12335.176	5550.1616
3	0	0	5773.6084	12148.231	9466.8662
4	8051.2886	7659.5156	8015.8462	13970.649	11234.423
All	1838.9052	5214.0303	6089.1255	12228.427	9132.0283
