quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	600.85553	1100.0262	288.52344	0	482.40814
2	12633.687	4265.3232	10406.281	15343.187	10695.359
3	11733.743	7992.438	10261.248	4908.332	7721.3779
4	10597.879	6669.5034	10341.659	7256.939	8363.584
All	9208.0908	5308.7549	9144.833	7214.4487	7711.1616
