quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	8.8857346	8.9860268	8.2771053	8.0417624	8.494524
2	7.2305956	7.4523363	7.3083358	8.069438	7.6072483
3	7.8407593	7.3751435	7.4678593	7.0791426	7.271677
4	5.4054437	7.4755883	7.6627302	8.0924702	7.9337411
All	7.9930024	7.8316369	7.6184916	7.7636538	7.7447395
