quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	9727.3838	8572.9863	9788.3223	9870.8359	9493.5518
2	6886.3789	7017.4272	6357.9097	7462.1187	6936.1021
3	7082.0884	6310.1865	5880.4063	5661.2842	5864.0342
4	2169.0945	5058.9722	5985.9888	4789.2344	4982.2954
All	8498.6963	7343.3975	7234.7129	6154.6533	6894.7573
