quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	.17435411	.30255258	0	.16331904
2	.52407473	.61135358	.89542764	.38890389	.59275508
3	.71143138	.54371369	.87088531	.55272424	.67228925
4	1	.77502304	.72934937	.66523963	.70911616
All	.65613735	.57553303	.81419098	.51614523	.63024276
