quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	542.22479	1430.407	3602.3933	2753.9927	2171.4207
2	3025.6794	2193.4072	6495.5396	9578.5957	6159.0449
3	2760.302	3194.7407	7166.5591	8737.1338	6818.7778
4	2099.8655	4564.7974	9122.0176	22721.053	13247.128
All	1621.4431	2549.3611	6425.1929	11159.982	6615.8525
