quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	862.82355	681.84662	0	514.78351
2	9153.542	13780.34	20737.969	7289.2529	12733.696
3	14378.254	14434.953	14668.973	9957.5479	12018.763
4	10028.222	13439.624	10576.055	12301.488	12030.506
All	9441.9268	12196.489	14353.207	10437.585	11648.025
