quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	3008.1396	3801.0718	5042.314	2846.9924	3795.2678
2	10955.347	12931.473	12339.252	13308.177	12682.384
3	9639.3955	8153.0244	13918.005	18228.617	15300.917
4	15291.818	23522.762	17413.371	24449.914	23057.984
All	5612.9731	8345.2197	11217.005	17508.078	12926.536
