quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	0	0	0
2	13043.513	15149.903	14393.132	6740.4233	12132.501
3	17143.68	17166.947	19945.123	10066.456	15600.601
4	15223.988	13003.149	18655.447	13413.378	15337.07
All	13356.262	15377.784	17620.309	8861.8105	13808.222
