quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	0	4029.3164	1443.8171	3528.8789
2	5231.4873	6213.105	7110.2222	6438.8721	6218.3979
3	6409.8472	1831.3113	6060.563	9525.2256	7190.5786
4	6398.4243	4598.8823	5021.2734	9422.9854	6261.9888
All	5552.627	4792.437	5593.1035	8074.4482	6358.3462
