quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	403.73526	1207.5004	0	722.33636
2	1217.0598	4195.2881	6355.1465	1518.4489	3448.7813
3	3737.9919	1573.9288	3617.4824	3234.2727	3211.594
4	2642.428	2983.1909	2884.7471	3205.2888	3067.3823
All	2014.3585	2662.6553	3950.6978	2707.1758	3069.592
