quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	3813.0784	2818.478	5013.833	3887.5742	3861.0667
2	13185.986	7530.2119	13360.978	17287.615	12988.779
3	11025.484	12697.413	16795.016	14282.515	14455.447
4	22514.268	17858.771	23436.59	25935.918	23499.381
All	9526.3701	8034.4751	13919.967	15642.286	12553.004
