quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	737.50269	2097.6616	2081.1868	1111.9919	1809.7611
2	6263.2021	11921.662	11450.467	8486.1563	9687.5254
3	10400.651	7745.6992	11035.277	8454.4473	9360.5186
4	7177.0464	8307.1807	11252.705	11461.705	10872.45
All	7164.0015	8654.0957	10174.431	9127.0107	9264.3867
