quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1230.0043	1130.6089	1350.1868	1270.6401	1253.7571
2	912.88873	903.38513	923.38788	914.38171	913.83612
3	1115.7327	878.58508	890.25897	874.1734	888.21594
4	350.60849	656.02423	836.91907	709.24933	725.04065
All	1109.7526	970.52325	1033.2515	862.44427	952.82471
