quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	7.3456554	10.181867	9.1229458	11.67841	9.7073269
2	13.577488	7.8211598	7.9133663	10.058321	9.556097
3	8.0152779	8.8667088	8.3151464	8.5265007	8.4617758
4	5.7080941	9.2696075	8.570549	9.2509556	8.8238249
All	10.03734	8.684515	8.3060455	9.2996187	8.9769087
