quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	3532.2119	2820.6926	2882.9839	3035.188	3008.5381
2	11910.719	14813.106	11112.472	14787.099	13481.314
3	11113.628	12518.848	17848.473	16049.817	16134.492
4	17836.672	12840.964	19898.998	23095.844	21978.463
All	8571.792	11006.857	13833.024	18218.162	15475.204
