quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2890.113	1028.8123	1010.4937	1108.2937	1429.4055
2	6641.4063	4607.7915	4344.2109	4745.7231	4846.9712
3	5083.5928	7089.917	6631.6914	4061.9702	5421.4282
4	17312.613	8845.1602	9505.0313	5777.3633	8413.0068
All	5906.8115	4267.563	5015.6216	3993.4307	4631.4937
