quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1226.274	1308.9802	1407.481	1426.5679	1360.3237
2	924.37469	990.78717	1077.4218	937.40259	995.07764
3	1089.1256	1000.1281	884.6687	966.59717	947.1994
4	395.92419	717.95184	949.11987	790.77435	812.62451
All	1053.7101	1048.2305	1055.6019	916.47107	984.89594
