quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1996.8987	1520.2241	1485.7976	896.15094	1469.3392
2	5925.4443	4088.6641	3737.7881	6492.2363	4926.1919
3	2564.5693	3817.8723	4147.7319	7279.3247	5612.8291
4	2491.3755	14051.42	6113.5444	8064.0483	8004.7754
All	2923.8853	3513.3376	3515.2302	6478.3721	4731.4438
