quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1337.1759	0	0	0	366.5603
2	3335.2988	2259.3582	3344.3491	2216.3826	2727.261
3	3223.8059	3709.4382	2789.385	810.22821	2112.0911
4	4576.0342	6018.0166	2591.7249	3549.4878	4103.3579
All	3296.0752	3724.7148	2810.5508	1684.6444	2665.7695
