quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	7.9919786	8.8158598	7.5673032	9.1225538	8.4134026
2	8.4527473	7.5914688	7.0029502	8.1939001	7.6986413
3	7.7534242	7.4195156	7.3458028	6.9506965	7.2171726
4	6.4109569	7.8115501	7.3623266	8.617733	7.9735203
All	7.7372565	7.9013524	7.2863808	8.0291538	7.7512078
