quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1461.0393	1565.1433	561.75745	0	723.04822
2	7660.0947	7397.6309	16794.805	17709.537	13228.87
3	17543.674	13509.655	15235.041	7993.8638	11942.093
4	16782.887	10653.174	16747.371	11690.056	13500.674
All	12882.263	9922.248	15664.842	10700.807	12354.538
