quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1217.8425	1347.0906	1273.3967	1207.8295	1264.8263
2	1188.0005	1015.8607	784.81342	989.4505	955.6651
3	853.59186	931.22876	885.14362	804.85492	851.79962
4	840.07733	794.7287	695.45538	639.22552	693.41803
All	1089.156	1095.7095	915.06244	868.53491	956.73187
