quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2279.2871	1881.4756	2245.4465	1800.5272	2061.2405
2	5292.2534	10715.286	7392.3394	8904.9795	8681.4639
3	6405.1821	9367.3154	12938.006	10072.822	10847.726
4	11296.156	5456.8081	13710.396	15505.833	14675.818
All	4783.3901	7620.5977	9752.1777	11829.249	10293.862
